enc_pos,rec_pos,list_type,subject,item
12,3,emotional,29,control
13,6,emotional,29,control
7,,emotional,29,control
13,,perceptual,29,control
7,5,emotional,29,control
11,4,perceptual,29,control
7,,emotional,29,control
8,3,emotional,29,control
7,,emotional,29,control
11,,emotional,29,control
7,,emotional,29,control
7,,emotional,29,control
12,,emotional,29,control
13,8,perceptual,29,control
7,6,perceptual,29,control
12,4,perceptual,29,control
7,,perceptual,29,control
7,,perceptual,29,control
8,,perceptual,29,control
7,,perceptual,29,control
7,,perceptual,29,control
11,,perceptual,29,control
8,,perceptual,29,control
8,,emotional,29,control
12,,emotional,30,control
12,2,emotional,30,control
13,2,perceptual,30,control
11,,perceptual,30,control
13,4,perceptual,30,control
13,4,emotional,30,control
11,3,emotional,30,control
7,2,emotional,30,control
12,,perceptual,30,control
13,,emotional,30,control
11,7,emotional,30,control
8,,perceptual,30,control
8,,emotional,30,control
12,,emotional,30,control
8,5,perceptual,30,control
7,3,emotional,30,control
13,,perceptual,30,control
11,,perceptual,30,control
11,4,perceptual,30,control
7,,perceptual,30,control
13,3,emotional,30,control
11,,perceptual,30,control
11,,emotional,30,control
7,8,perceptual,30,control
13,2,perceptual,30,control
11,6,perceptual,30,control
12,,emotional,30,control
7,6,perceptual,30,control
11,5,perceptual,30,control
7,3,emotional,30,control
11,,emotional,30,control
12,,perceptual,30,control
13,4,perceptual,30,control
7,3,emotional,30,control
12,,emotional,30,control
11,,perceptual,30,control
12,,emotional,30,control
13,,emotional,30,control
12,,emotional,30,control
12,,perceptual,30,control
8,,perceptual,31,control
7,,perceptual,31,control
12,,emotional,31,control
12,4,emotional,31,control
7,,emotional,31,control
7,,perceptual,31,control
12,,emotional,31,control
7,,perceptual,31,control
11,3,perceptual,31,control
8,2,emotional,31,control
12,1,perceptual,31,control
12,,perceptual,31,control
12,8,emotional,31,control
13,,perceptual,31,control
8,3,emotional,31,control
13,6,perceptual,31,control
12,11,emotional,31,control
12,,emotional,31,control
11,10,emotional,31,control
8,10,emotional,31,control
13,2,emotional,31,control
8,12,perceptual,31,control
11,7,emotional,31,control
12,,perceptual,31,control
8,3,perceptual,31,control
13,10,perceptual,31,control
8,,perceptual,31,control
7,9,emotional,31,control
8,2,perceptual,31,control
8,7,perceptual,31,control
12,,perceptual,31,control
8,,emotional,31,control
13,3,emotional,31,control
13,5,perceptual,31,control
13,7,perceptual,31,control
12,7,emotional,31,control
7,,perceptual,31,control
11,,emotional,31,control
11,,emotional,31,control
13,,emotional,31,control
7,,emotional,32,control
7,,emotional,32,control
13,2,emotional,32,control
13,6,perceptual,32,control
7,,emotional,32,control
13,4,perceptual,32,control
7,2,perceptual,32,control
13,,perceptual,32,control
12,,perceptual,32,control
13,6,emotional,32,control
13,,emotional,32,control
13,,perceptual,32,control
12,5,emotional,32,control
11,,emotional,32,control
12,,perceptual,32,control
11,,emotional,32,control
11,8,emotional,32,control
13,9,perceptual,32,control
7,,perceptual,32,control
12,2,perceptual,32,control
13,4,perceptual,32,control
13,,emotional,32,control
7,,perceptual,32,control
13,,emotional,32,control
13,8,emotional,32,control
13,1,emotional,32,control
12,8,perceptual,32,control
13,,perceptual,32,control
8,,perceptual,32,control
11,,perceptual,32,control
11,9,perceptual,32,control
7,2,perceptual,32,control
13,6,perceptual,32,control
11,,emotional,32,control
7,10,emotional,32,control
12,5,emotional,32,control
13,5,emotional,32,control
7,4,emotional,32,control
12,6,perceptual,32,control
12,10,emotional,32,control
11,3,perceptual,33,control
7,7,emotional,33,control
,,,,control
13,,perceptual,33,control
13,,perceptual,33,control
7,,perceptual,33,control
13,,emotional,33,control
13,,emotional,33,control
12,7,perceptual,33,control
13,,emotional,33,control
13,1,emotional,33,control
13,5,perceptual,33,control
12,,emotional,33,control
7,4,perceptual,33,control
12,8,emotional,33,control
8,,emotional,33,control
7,1,perceptual,33,control
12,3,emotional,33,control
13,,emotional,33,control
7,1,perceptual,33,control
13,7,perceptual,33,control
8,,emotional,33,control
12,,emotional,33,control
13,,emotional,33,control
8,3,perceptual,33,control
8,6,emotional,33,control
12,,perceptual,33,control
7,6,emotional,33,control
12,2,emotional,33,control
8,1,emotional,33,control
12,11,perceptual,33,control
13,4,perceptual,33,control
12,,perceptual,33,control
12,1,emotional,33,control
11,,emotional,33,control
7,,emotional,33,control
8,1,perceptual,33,control
12,,perceptual,33,control
13,,perceptual,33,control
7,6,perceptual,33,control
11,6,perceptual,34,control
8,2,emotional,34,control
7,4,emotional,34,control
12,4,emotional,34,control
8,4,perceptual,34,control
13,2,perceptual,34,control
7,2,emotional,34,control
11,4,perceptual,34,control
12,1,emotional,34,control
12,,emotional,34,control
11,7,perceptual,34,control
13,,emotional,34,control
12,6,perceptual,34,control
13,,emotional,34,control
13,8,emotional,34,control
12,,perceptual,34,control
7,,perceptual,34,control
13,,perceptual,34,control
12,2,perceptual,34,control
13,,perceptual,34,control
12,1,emotional,34,control
13,6,perceptual,34,control
12,5,perceptual,34,control
12,7,emotional,34,control
12,10,emotional,34,control
13,4,emotional,34,control
11,7,perceptual,34,control
12,5,perceptual,34,control
12,5,perceptual,34,control
13,,emotional,34,control
8,1,emotional,34,control
11,9,perceptual,34,control
7,5,emotional,34,control
12,,perceptual,34,control
8,,emotional,34,control
7,2,perceptual,34,control
13,9,perceptual,34,control
13,,emotional,34,control
7,,emotional,34,control
13,10,emotional,34,control
8,5,emotional,35,control
13,4,emotional,35,control
13,,emotional,35,control
13,,perceptual,35,control
11,,perceptual,35,control
13,,perceptual,35,control
8,,perceptual,35,control
8,3,emotional,35,control
13,,perceptual,35,control
12,,emotional,35,control
13,5,emotional,35,control
11,6,perceptual,35,control
13,,emotional,35,control
12,,emotional,35,control
8,7,perceptual,35,control
7,3,perceptual,35,control
7,4,perceptual,35,control
7,3,emotional,35,control
13,7,emotional,35,control
12,,emotional,35,control
12,5,emotional,35,control
13,,emotional,35,control
13,8,perceptual,35,control
13,10,perceptual,35,control
12,6,perceptual,35,control
13,3,emotional,35,control
13,,perceptual,35,control
13,13,perceptual,35,control
11,7,perceptual,35,control
8,,perceptual,35,control
7,5,perceptual,35,control
12,9,emotional,35,control
12,,perceptual,35,control
8,,emotional,35,control
11,10,emotional,35,control
11,9,perceptual,35,control
11,12,emotional,35,control
11,5,emotional,35,control
8,8,perceptual,35,control
13,,emotional,35,control
13,,emotional,36,control
13,,emotional,36,control
7,6,emotional,36,control
11,,perceptual,36,control
13,,perceptual,36,control
8,2,perceptual,36,control
12,,perceptual,36,control
7,2,emotional,36,control
13,,perceptual,36,control
7,,emotional,36,control
13,4,perceptual,36,control
8,4,perceptual,36,control
12,1,emotional,36,control
13,,emotional,36,control
7,7,perceptual,36,control
7,5,emotional,36,control
8,,emotional,36,control
12,,emotional,36,control
13,2,emotional,36,control
12,3,emotional,36,control
13,,emotional,36,control
12,3,perceptual,36,control
13,9,perceptual,36,control
12,9,perceptual,36,control
12,7,emotional,36,control
13,,emotional,36,control
12,4,perceptual,36,control
12,,emotional,36,control
13,,perceptual,36,control
13,5,perceptual,36,control
13,,emotional,36,control
11,8,perceptual,36,control
12,,emotional,36,control
13,5,emotional,36,control
12,5,perceptual,36,control
7,,perceptual,36,control
7,8,emotional,36,control
13,6,emotional,36,control
12,11,perceptual,36,control
11,,perceptual,36,control
13,5,perceptual,37,control
13,5,perceptual,37,control
13,,perceptual,37,control
8,,emotional,37,control
12,,perceptual,37,control
7,,emotional,37,control
7,,perceptual,37,control
11,3,perceptual,37,control
12,6,perceptual,37,control
7,,emotional,37,control
11,5,emotional,37,control
7,,perceptual,37,control
12,8,emotional,37,control
12,,emotional,37,control
12,1,emotional,37,control
12,1,emotional,37,control
13,3,emotional,37,control
8,5,perceptual,37,control
7,,emotional,37,control
8,1,emotional,37,control
12,,perceptual,37,control
8,,perceptual,37,control
8,2,perceptual,37,control
13,8,perceptual,37,control
13,,emotional,37,control
7,4,emotional,37,control
8,3,emotional,37,control
7,,emotional,37,control
8,6,perceptual,37,control
12,6,emotional,37,control
11,11,perceptual,37,control
7,,emotional,37,control
7,,perceptual,37,control
7,1,emotional,37,control
7,1,emotional,37,control
11,3,perceptual,37,control
7,,emotional,37,control
11,,perceptual,37,control
11,,perceptual,37,control
13,2,perceptual,37,control
12,,perceptual,38,control
12,4,emotional,38,control
13,,perceptual,38,control
7,7,perceptual,38,control
11,1,emotional,38,control
12,7,perceptual,38,control
13,,emotional,38,control
12,2,perceptual,38,control
13,1,perceptual,38,control
8,,emotional,38,control
12,7,emotional,38,control
12,,emotional,38,control
8,,emotional,38,control
13,1,perceptual,38,control
13,3,perceptual,38,control
13,5,perceptual,38,control
13,,perceptual,38,control
13,,emotional,38,control
13,,emotional,38,control
13,8,emotional,38,control
8,,perceptual,38,control
12,,emotional,38,control
12,,perceptual,38,control
13,1,perceptual,38,control
13,2,perceptual,38,control
12,,emotional,38,control
7,,emotional,38,control
7,,emotional,38,control
13,,emotional,38,control
7,,perceptual,38,control
12,,emotional,38,control
11,2,perceptual,38,control
13,,emotional,38,control
7,,emotional,38,control
11,4,perceptual,38,control
11,1,emotional,38,control
12,,perceptual,38,control
12,,emotional,38,control
11,7,perceptual,38,control
13,,perceptual,38,control
8,2,perceptual,39,control
13,,perceptual,39,control
12,5,perceptual,39,control
8,7,emotional,39,control
11,10,emotional,39,control
11,4,emotional,39,control
13,1,perceptual,39,control
13,3,perceptual,39,control
13,,emotional,39,control
11,,perceptual,39,control
7,6,emotional,39,control
11,,emotional,39,control
8,,emotional,39,control
13,,emotional,39,control
8,11,perceptual,39,control
13,,emotional,39,control
12,,emotional,39,control
11,5,perceptual,39,control
13,11,perceptual,39,control
13,5,emotional,39,control
13,,perceptual,39,control
7,,emotional,39,control
8,,emotional,39,control
11,,perceptual,39,control
11,7,perceptual,39,control
13,,emotional,39,control
12,10,emotional,39,control
7,,perceptual,39,control
11,,perceptual,39,control
13,7,perceptual,39,control
11,3,perceptual,39,control
13,2,perceptual,39,control
13,,perceptual,39,control
12,,emotional,39,control
12,,perceptual,39,control
7,8,emotional,39,control
12,8,perceptual,39,control
7,8,emotional,39,control
13,,emotional,39,control
12,,emotional,39,control
12,,emotional,40,control
12,,emotional,40,control
13,,perceptual,40,control
12,13,perceptual,40,control
7,,emotional,40,control
11,5,perceptual,40,control
13,9,perceptual,40,control
13,,emotional,40,control
8,5,emotional,40,control
13,,perceptual,40,control
12,4,emotional,40,control
11,3,emotional,40,control
13,,emotional,40,control
13,,emotional,40,control
7,,emotional,40,control
13,11,perceptual,40,control
8,7,perceptual,40,control
12,,perceptual,40,control
8,,emotional,40,control
12,10,perceptual,40,control
8,,perceptual,40,control
12,1,perceptual,40,control
7,,perceptual,40,control
7,,perceptual,40,control
7,,emotional,40,control
13,,emotional,40,control
13,,emotional,40,control
11,10,perceptual,40,control
13,,emotional,40,control
7,8,emotional,40,control
11,6,perceptual,40,control
7,5,emotional,40,control
13,,emotional,40,control
7,3,perceptual,40,control
12,4,perceptual,40,control
8,,emotional,40,control
13,,emotional,40,control
13,,emotional,40,control
11,,perceptual,40,control
13,1,perceptual,40,control
7,,perceptual,41,control
13,,perceptual,41,control
13,,emotional,41,control
12,6,emotional,41,control
8,,emotional,41,control
12,3,emotional,41,control
12,2,emotional,41,control
12,6,emotional,41,control
12,,emotional,41,control
7,1,emotional,41,control
11,1,emotional,41,control
7,1,emotional,41,control
7,,perceptual,41,control
12,3,perceptual,41,control
13,,perceptual,41,control
7,5,emotional,41,control
8,,perceptual,41,control
7,,perceptual,41,control
7,,perceptual,41,control
12,9,emotional,41,control
7,6,perceptual,41,control
7,,emotional,41,control
7,,perceptual,41,control
13,,perceptual,41,control
13,,emotional,41,control
12,,perceptual,41,control
13,,perceptual,41,control
12,,emotional,41,control
7,,perceptual,41,control
7,1,perceptual,41,control
7,,perceptual,41,control
7,4,emotional,41,control
13,,emotional,41,control
8,5,emotional,41,control
8,4,perceptual,41,control
11,,perceptual,41,control
13,6,perceptual,41,control
13,,perceptual,41,control
13,,emotional,41,control
8,,emotional,41,control
7,3,emotional,42,control
7,,perceptual,42,control
12,1,emotional,42,control
11,5,perceptual,42,control
8,4,emotional,42,control
13,7,emotional,42,control
8,,perceptual,42,control
12,,emotional,42,control
12,3,perceptual,42,control
13,1,perceptual,42,control
12,,perceptual,42,control
7,2,perceptual,42,control
13,4,perceptual,42,control
7,,perceptual,42,control
7,,emotional,42,control
7,,emotional,42,control
12,3,perceptual,42,control
7,1,perceptual,42,control
7,1,emotional,42,control
11,2,perceptual,42,control
13,6,perceptual,42,control
11,7,emotional,42,control
13,,emotional,42,control
8,,perceptual,42,control
8,9,perceptual,42,control
12,1,perceptual,42,control
13,,emotional,42,control
12,,emotional,42,control
8,,emotional,42,control
12,,emotional,42,control
8,,emotional,42,control
12,5,perceptual,42,control
7,,emotional,42,control
7,2,perceptual,42,control
13,,emotional,42,control
8,3,emotional,42,control
11,3,emotional,42,control
11,8,perceptual,42,control
12,3,perceptual,42,control
13,8,emotional,42,control
12,,emotional,43,control
13,2,emotional,43,control
13,,emotional,43,control
7,,emotional,43,control
12,2,emotional,43,control
7,5,perceptual,43,control
8,1,perceptual,43,control
13,4,emotional,43,control
13,,perceptual,43,control
12,7,perceptual,43,control
8,2,perceptual,43,control
8,4,perceptual,43,control
11,6,perceptual,43,control
8,8,emotional,43,control
13,4,perceptual,43,control
7,3,perceptual,43,control
13,,emotional,43,control
13,1,perceptual,43,control
12,,emotional,43,control
12,9,perceptual,43,control
13,1,perceptual,43,control
7,5,emotional,43,control
8,1,perceptual,43,control
13,3,emotional,43,control
13,9,perceptual,43,control
,,,,control
13,7,perceptual,43,control
12,6,emotional,43,control
11,1,perceptual,43,control
8,,emotional,43,control
13,,emotional,43,control
12,,perceptual,43,control
7,1,emotional,43,control
7,7,perceptual,43,control
12,10,emotional,43,control
13,,emotional,43,control
13,7,emotional,43,control
7,2,perceptual,43,control
7,,emotional,43,control
7,,perceptual,43,control
7,,emotional,44,control
8,,emotional,44,control
,,,,control
7,,emotional,44,control
13,3,perceptual,44,control
12,,emotional,44,control
7,,perceptual,44,control
13,,emotional,44,control
7,1,emotional,44,control
12,5,perceptual,44,control
7,,perceptual,44,control
7,8,emotional,44,control
13,6,perceptual,44,control
13,,perceptual,44,control
8,8,perceptual,44,control
12,9,emotional,44,control
11,5,perceptual,44,control
7,,perceptual,44,control
12,,emotional,44,control
13,,emotional,44,control
11,,perceptual,44,control
12,,perceptual,44,control
12,5,perceptual,44,control
8,7,emotional,44,control
12,,emotional,44,control
11,,perceptual,44,control
12,5,emotional,44,control
12,,emotional,44,control
13,7,perceptual,44,control
13,2,emotional,44,control
12,,emotional,44,control
13,,emotional,44,control
11,6,perceptual,44,control
7,5,perceptual,44,control
11,,emotional,44,control
7,,perceptual,44,control
11,,perceptual,44,control
12,,emotional,44,control
11,,emotional,44,control
12,1,perceptual,44,control
7,1,perceptual,45,control
7,,perceptual,45,control
8,,perceptual,45,control
13,6,emotional,45,control
12,6,emotional,45,control
12,8,perceptual,45,control
13,8,emotional,45,control
13,,perceptual,45,control
8,,perceptual,45,control
13,,perceptual,45,control
11,1,perceptual,45,control
8,,emotional,45,control
12,,emotional,45,control
12,,emotional,45,control
7,,perceptual,45,control
8,,emotional,45,control
13,,perceptual,45,control
13,5,emotional,45,control
11,1,perceptual,45,control
8,,emotional,45,control
12,,emotional,45,control
11,,emotional,45,control
12,7,emotional,45,control
13,,emotional,45,control
13,,perceptual,45,control
13,,perceptual,45,control
13,5,emotional,45,control
12,,emotional,45,control
11,,perceptual,45,control
12,7,emotional,45,control
7,1,perceptual,45,control
13,,emotional,45,control
7,3,perceptual,45,control
7,,emotional,45,control
13,,perceptual,45,control
7,8,perceptual,45,control
13,,emotional,45,control
13,,perceptual,45,control
12,4,perceptual,45,control
13,4,emotional,45,control
7,,perceptual,46,control
13,6,perceptual,46,control
13,,perceptual,46,control
13,,emotional,46,control
8,,perceptual,46,control
12,7,perceptual,46,control
13,9,perceptual,46,control
8,5,emotional,46,control
12,,perceptual,46,control
12,,emotional,46,control
13,4,emotional,46,control
8,,emotional,46,control
13,,emotional,46,control
12,8,perceptual,46,control
7,,emotional,46,control
12,6,perceptual,46,control
12,4,emotional,46,control
12,,perceptual,46,control
7,,emotional,46,control
13,7,emotional,46,control
12,5,perceptual,46,control
7,,emotional,46,control
7,4,perceptual,46,control
8,3,perceptual,46,control
7,,emotional,46,control
13,2,perceptual,46,control
7,6,perceptual,46,control
7,1,emotional,46,control
8,,emotional,46,control
13,,perceptual,46,control
7,3,emotional,46,control
7,,emotional,46,control
7,7,perceptual,46,control
7,,emotional,46,control
,,,,control
12,1,emotional,46,control
7,,perceptual,46,control
12,12,perceptual,46,control
12,7,perceptual,46,control
13,,emotional,46,control
11,,perceptual,47,control
7,,perceptual,47,control
12,2,emotional,47,control
7,1,perceptual,47,control
13,,emotional,47,control
11,6,emotional,47,control
12,,perceptual,47,control
7,,perceptual,47,control
13,6,perceptual,47,control
13,2,perceptual,47,control
12,,perceptual,47,control
8,,perceptual,47,control
13,,perceptual,47,control
12,,emotional,47,control
13,7,emotional,47,control
13,5,emotional,47,control
11,8,emotional,47,control
13,,perceptual,47,control
13,,perceptual,47,control
13,6,perceptual,47,control
8,,emotional,47,control
12,,perceptual,47,control
12,,emotional,47,control
12,3,perceptual,47,control
13,6,perceptual,47,control
7,1,emotional,47,control
13,1,perceptual,47,control
13,,emotional,47,control
12,,emotional,47,control
7,,emotional,47,control
13,,emotional,47,control
13,1,emotional,47,control
7,1,perceptual,47,control
12,,emotional,47,control
13,4,perceptual,47,control
12,,emotional,47,control
12,3,perceptual,47,control
13,,emotional,47,control
13,,emotional,47,control
7,,emotional,47,control
8,,emotional,48,control
13,,emotional,48,control
12,,emotional,48,control
12,,perceptual,48,control
7,,emotional,48,control
8,,emotional,48,control
13,4,emotional,48,control
11,4,perceptual,48,control
11,4,perceptual,48,control
7,1,emotional,48,control
12,7,emotional,48,control
13,1,perceptual,48,control
11,3,emotional,48,control
13,5,perceptual,48,control
7,,emotional,48,control
8,1,perceptual,48,control
11,,perceptual,48,control
13,6,perceptual,48,control
7,,emotional,48,control
12,1,perceptual,48,control
8,1,emotional,48,control
13,,emotional,48,control
13,1,perceptual,48,control
12,,perceptual,48,control
7,,emotional,48,control
13,,emotional,48,control
7,,emotional,48,control
13,,perceptual,48,control
13,,perceptual,48,control
8,8,perceptual,48,control
12,2,emotional,48,control
7,,emotional,48,control
7,,emotional,48,control
12,,perceptual,48,control
8,6,perceptual,48,control
13,,perceptual,48,control
12,,perceptual,48,control
13,,emotional,48,control
13,6,perceptual,48,control
12,6,perceptual,48,control
12,,perceptual,49,control
8,2,emotional,49,control
7,5,perceptual,49,control
11,,emotional,49,control
7,7,perceptual,49,control
13,,emotional,49,control
12,,emotional,49,control
7,,perceptual,49,control
11,,perceptual,49,control
7,3,emotional,49,control
13,4,emotional,49,control
8,,emotional,49,control
11,3,perceptual,49,control
7,,emotional,49,control
13,3,emotional,49,control
7,4,perceptual,49,control
12,,emotional,49,control
13,,emotional,49,control
13,,perceptual,49,control
13,,perceptual,49,control
13,2,emotional,49,control
11,,emotional,49,control
13,6,perceptual,49,control
7,3,perceptual,49,control
13,,emotional,49,control
13,7,perceptual,49,control
11,,perceptual,49,control
13,2,perceptual,49,control
11,2,emotional,49,control
12,7,emotional,49,control
12,5,perceptual,49,control
12,,perceptual,49,control
8,,perceptual,49,control
11,6,emotional,49,control
13,,perceptual,49,control
13,5,emotional,49,control
11,3,perceptual,49,control
13,2,emotional,49,control
13,,emotional,49,control
7,1,perceptual,49,control
13,,perceptual,50,control
13,,emotional,50,control
12,,perceptual,50,control
7,7,emotional,50,control
12,6,perceptual,50,control
13,4,perceptual,50,control
8,6,emotional,50,control
7,2,perceptual,50,control
8,4,perceptual,50,control
8,7,emotional,50,control
7,,emotional,50,control
13,3,perceptual,50,control
12,2,perceptual,50,control
11,3,perceptual,50,control
13,5,perceptual,50,control
13,3,emotional,50,control
13,3,emotional,50,control
7,,perceptual,50,control
12,,perceptual,50,control
7,2,emotional,50,control
8,,emotional,50,control
7,,emotional,50,control
12,1,perceptual,50,control
7,,emotional,50,control
13,6,emotional,50,control
7,6,emotional,50,control
7,1,emotional,50,control
13,4,emotional,50,control
8,,emotional,50,control
11,2,emotional,50,control
13,7,perceptual,50,control
7,11,emotional,50,control
13,5,perceptual,50,control
8,,perceptual,50,control
8,8,perceptual,50,control
8,1,perceptual,50,control
12,,perceptual,50,control
12,11,emotional,50,control
12,,emotional,50,control
13,,perceptual,50,control
11,,emotional,51,control
7,10,perceptual,51,control
13,5,perceptual,51,control
12,5,emotional,51,control
12,,emotional,51,control
7,,perceptual,51,control
8,2,emotional,51,control
13,1,emotional,51,control
13,8,perceptual,51,control
13,1,perceptual,51,control
7,10,perceptual,51,control
13,9,perceptual,51,control
12,8,emotional,51,control
12,7,perceptual,51,control
12,4,emotional,51,control
13,,emotional,51,control
12,,emotional,51,control
7,11,emotional,51,control
13,5,perceptual,51,control
7,,perceptual,51,control
7,4,perceptual,51,control
13,1,emotional,51,control
12,2,perceptual,51,control
12,7,perceptual,51,control
12,4,emotional,51,control
11,4,emotional,51,control
13,1,perceptual,51,control
8,,emotional,51,control
,,,,control
11,,perceptual,51,control
13,10,perceptual,51,control
13,4,perceptual,51,control
7,1,emotional,51,control
11,4,perceptual,51,control
12,2,emotional,51,control
12,6,perceptual,51,control
8,,emotional,51,control
7,3,emotional,51,control
11,,perceptual,51,control
8,,emotional,51,control
12,5,perceptual,52,control
7,,emotional,52,control
7,5,perceptual,52,control
13,6,perceptual,52,control
12,4,emotional,52,control
13,,perceptual,52,control
12,,perceptual,52,control
12,,emotional,52,control
11,2,emotional,52,control
7,4,emotional,52,control
8,,perceptual,52,control
11,,perceptual,52,control
7,,emotional,52,control
7,2,emotional,52,control
7,,perceptual,52,control
13,2,emotional,52,control
12,1,perceptual,52,control
12,,emotional,52,control
13,,perceptual,52,control
12,,emotional,52,control
7,3,perceptual,52,control
7,1,emotional,52,control
13,,perceptual,52,control
11,,perceptual,52,control
8,1,perceptual,52,control
